0.9190539533	erlang
0.9182633123	apache
0.9175233838	alan
0.9166474617	hol
0.9159410439	morris
0.9155765608	lite
0.9155446842	greek
0.9152458892	verilog
0.9146327412	lee
0.9144621361	medline
0.9143669317	castle
0.9140835515	coq
0.9137420892	condor
0.9136883602	jigsaw
0.9135067819	mbps
0.9134098820	xen
0.9130650554	argos
0.9130266238	stanford
0.9128755822	bicmos
0.9127958244	lin
0.9125374896	adam
0.9124921601	weka
0.9122849572	turkey
0.9121399223	smalltalk
0.9121297497	vcr
0.9117807228	snow
0.9116495386	merlin
0.9115537183	brazil
0.9112245956	esterel
0.9111616694	mason
0.9110650554	acta
0.9110337558	swedish
0.9110308709	lang
0.9106562770	flickr
0.9104575943	lu
0.9103933017	shark
0.9103418920	simula
0.9101923619	aqua
0.9101896047	srams
0.9101558500	dirac
0.9101524934	hz
0.9101435365	tina
0.9100220656	sprint
0.9100185556	maxsat
0.9100081513	janus
0.9099348676	athena
0.9097820873	octopus
0.9097500567	sap
0.9097278248	tcl
0.9096474617	rom
0.9096135556	cobol
0.9096011683	estelle
0.9095143823	sesame
0.9094997963	shrimp
0.9094649918	jade
0.9094299142	ben
0.9094110307	hera
0.9094045640	mp
0.9093237656	aurora
0.9093090250	finnish
0.9092011801	raman
0.9091755220	bernoulli
0.9090524934	gbps
0.9088142119	dragon
0.9087255674	ku
0.9086350835	modis
0.9085878118	bob
0.9085749347	tango
0.9085327948	ron
0.9085290802	pearl
0.9085150426	zeus
0.9084102367	pmos
0.9083996417	bold
0.9083023804	blast
0.9081404658	flexray
0.9079617462	oscar
0.9078382920	lc
0.9077240203	gaia
0.9076443723	excel
0.9076267273	ash
0.9076242610	gale
0.9075447052	ɛ
0.9075046132	raid5
0.9074218375	netbsd
0.9073908018	rex
0.9073072221	mathematica
0.9072636745	eclipse
0.9071922638	vienna
0.9071611339	klee
0.9071319020	mon
0.9070875558	portuguese
0.9069594920	sarsa
0.9069577412	hadoop
0.9069261620	lingo
0.9068996417	ev
0.9068994528	aix
0.9068786918	cedar
0.9068715820	lustre
0.9068658294	titan
0.9068470390	han
0.9068171449	orchestra
0.9067077105	firefox
0.9066934948	freebsd
0.9066823644	alliance
0.9066816189	sato
0.9066545640	ctl
0.9065951604	ko
0.9065765608	apple
0.9065598676	prometheus
0.9064732193	wg
0.9064570429	hp
0.9064251255	nist
0.9064145695	steve
0.9064116801	pvs
0.9063874250	xor
0.9063828779	espresso
0.9063806422	pico
0.9063663417	peano
0.9062761801	canadian
0.9062259926	io
0.9061757911	czech
0.9060723164	caise
0.9060434992	angel
0.9060240818	miner
0.9059512585	pegasus
0.9059417264	argus
0.9059021357	zen
0.9058092417	tropos
0.9058002719	ams
0.9057839923	arthur
0.9057568102	lisa
0.9056301344	lisp
0.9056111930	mario
0.9055956628	aibo
0.9055883494	rx
0.9055548306	pittsburgh
0.9055535187	tx
0.9055475116	apollo
0.9055324932	wu
0.9055144825	dl
0.9054097139	teragrid
0.9054071671	explorer
0.9053835127	aster
0.9053779479	sigir
0.9053596880	norway
0.9053269405	prom
0.9053064268	elan
0.9052825494	berge
0.9052431985	hex
0.9052323083	statemate
0.9052159411	jboss
0.9051704968	herbrand
0.9051385402	fx
0.9051314544	tei
0.9051259370	agora
0.9051025890	sofia
0.9050863193	aarhus
0.9050782131	mash
0.9050403648	cics
0.9050297479	david
0.9050251255	ltl
0.9050093859	moodle
0.9049735584	gan
0.9049372664	intranet
0.9049315346	peng
0.9048582806	dnf
0.9048315475	minerva
0.9048068952	osgi
0.9047634710	disco
0.9047452309	prob
0.9047345919	telos
0.9047105785	samsung
0.9046779526	jini
0.9046539533	aspectj
0.9046427497	abel
0.9045979888	maya
0.9045917488	alice
0.9045705997	strip
0.9045641284	dom
0.9045584352	cyclops
0.9045543292	mesa
0.9045368684	cpus
0.9045326029	lax
0.9045289251	abacus
0.9045193382	perspektive
0.9044976531	nt
0.9044754225	appl
0.9044618944	basque
0.9044338646	twin
0.9044097779	genesis
0.9044024770	ascii
0.9043756151	promethee
0.9043484338	ops5
0.9043376755	asia
0.9043287909	clarke
0.9043010913	mizar
0.9042835647	ajax
0.9042711136	andes
0.9042615844	hu
0.9042605048	cgi
0.9042594901	milan
0.9042246700	tamil
0.9041845790	fedora
0.9041760192	chile
0.9041746428	syn
0.9041300073	mx
0.9041197270	ceo
0.9041153265	snort
0.9040841001	tex
0.9040630812	linda
0.9040480978	holmes
0.9040393384	trans
0.9040308321	carl
0.9040193382	michel
0.9040158905	shore
0.9040120825	karl
0.9040007064	ubicomp
0.9039609262	db2
0.9039419322	snmp
0.9039339155	sige
0.9039140692	aerospace
0.9038760018	thomson
0.9038693352	exp
0.9038536969	ssl
0.9038311391	wen
0.9038208080	prima
0.9037829824	tomcat
0.9037212900	europa
0.9037085989	cmmi
0.9037085788	ariadne
0.9036950366	hydra
0.9036474617	pg
0.9036367560	squeak
0.9035712307	sw
0.9035687176	pfaffian
0.9035236011	nmos
0.9034300962	quicksort
0.9033852521	heapsort
0.9033514191	inp
0.9033458416	pddl
0.9033367046	dinsar
0.9033276546	lambert
0.9032910289	sphinx
0.9032440342	lh
0.9032375653	grape
0.9032332326	trio
0.9032115844	bose
0.9032110944	dma
0.9032041674	jackson's
0.9031902484	chorus
0.9031243477	leon
0.9031189698	proteus
0.9030975712	finder
0.9030863193	rechenzentren
0.9030241981	suzuki
0.9030072137	dexter
0.9030072007	opera
0.9030045790	tinyos
0.9029998130	maple
0.9029905508	psi
0.9029801171	gaas
0.9029752621	song
0.9029348676	legion
0.9028903893	lévy
0.9028899854	csg
0.9028790235	kurt
0.9028645000	columbus
0.9028556856	smos
0.9028148679	weber
0.9027955745	xerox
0.9027781124	delphi
0.9027481601	multiway
0.9027187848	dicom
0.9026989077	karger
0.9026792472	comet
0.9026657310	leighton
0.9026552845	fig
0.9026418522	lewis
0.9026372219	lotus
0.9026229152	muse
0.9026133608	mos
0.9025565526	orb
0.9025294545	smil
0.9025260476	adleman
0.9025170892	clifford
0.9025145197	sperner
0.9024961813	frog
0.9024878973	pcr
0.9024732856	dan
0.9024565526	marte
0.9024491897	fifo
0.9024480365	lf
0.9024333596	lamp
0.9023596656	guha
0.9023293065	nomad
0.9023025862	guo
0.9023021227	zeno
0.9022508063	ian
0.9022481946	lotos
0.9022477715	uppsala
0.9022363193	beth
0.9022363193	garcia
0.9022324112	harel
0.9022298927	loom
0.9022286191	boss
0.9022176902	telosb
0.9021586984	shor
0.9021281101	openbsd
0.9021269405	orca
0.9020773342	modeler
0.9020754225	martin
0.9020672024	jacobians
0.9020554947	modelica
0.9020431452	lsis
0.9020221203	rice
0.9019200426	orion
0.9019196526	nguyen
0.9019029859	hownet
0.9018870949	kirchhoff
0.9018474581	dvd
0.9018468922	collins
0.9018266212	norman
0.9018142279	raid
0.9018054136	gridrpc
0.9017997180	tim
0.9017959239	simulink
0.9017910271	rio
0.9017306329	safari
0.9017279147	cream
0.9017268438	hinton
0.9017209725	jr
0.9017142279	wan
0.9016549431	builder
0.9016366694	nox
0.9016282204	mike
0.9016119020	wasp
0.9015681934	rover
0.9015665623	gpss
0.9015565526	xsl
0.9015539922	vc
0.9015403648	midas
0.9015192574	hopper
0.9015042780	henry
0.9014879876	lava
0.9014431504	cao
0.9014419437	louisiana
0.9014357788	li
0.9014309215	dwarf
0.9014237056	jim
0.9014196526	siegel
0.9014078390	infiniband
0.9014029859	iticse
0.9013269405	artemis
0.9013153857	python
0.9013147082	catalan
0.9012866767	kerberos
0.9012429575	int
0.9012363193	québec
0.9012363193	patrick
0.9012281867	simon's
0.9012259926	eu
0.9011757308	tom
0.9011733152	prim
0.9011679290	indian
0.9011570850	gf
0.9011370512	amoeba
0.9011312224	advisor
0.9010718395	golog
0.9010643576	pomdps
0.9010544817	casl
0.9010411852	cobra
0.9010393384	farm
0.9010324961	falcon
0.9009978739	jain
0.9009817849	mann
0.9009562932	eden
0.9009424112	chr
0.9009099087	kevin
0.9009015971	kannan
0.9008794397	prism
0.9008774518	newell
0.9008589304	yang
0.9008517948	rep
0.9008514564	unicore
0.9008382920	rc
0.9008347826	powerpoint
0.9008137347	curry
0.9008099683	coda
0.9008040321	angluin
0.9007987749	qualnet
0.9007952277	harris
0.9007936916	cantor
0.9007872219	mach
0.9007747556	tampere
0.9007619615	ag
0.9007529859	agrawal
0.9007529859	kleene's
0.9007339067	costa
0.9007181148	morse
0.9006989077	mpich2
0.9006944892	lunar
0.9006909923	mexico
0.9006751255	esd
0.9006630032	mars
0.9006592703	fq
0.9006372897	daniel
0.9006147901	hawk
0.9006130831	dce
0.9006084654	ramp
0.9006067476	ate
0.9005868557	nat
0.9005667682	hwang
0.9005657250	pierre
0.9005495900	winograd
0.9005474617	dtd
0.9005105527	kung
0.9004860204	opal
0.9004838505	stanley
0.9004772549	mul
0.9004609613	maryland
0.9003996417	cave
0.9003634906	vanets
0.9003448433	raptor
0.9003434982	greenstone
0.9003382920	hw
0.9003338588	venus
0.9003173684	gemini
0.9003158007	swan
0.9002965159	vp
0.9002924916	pig
0.9002909398	friedman
0.9002652863	thailand
0.9002584492	chris
0.9002474026	treewidth
0.9002432154	mosfets
0.9002424076	focs
0.9002298644	chess
0.9002275708	mills
0.9002260018	kalai
0.9002052465	whirlpool
0.9001674699	park
0.9001636714	shim
0.9001512361	fujitsu
0.9001439447	mall
0.9001157324	relief
0.9001139264	kennedy
0.9001139264	mccarthy
0.9000978334	gmbh
0.9000963153	janet
0.9000375007	ontologien
0.9000199487	sim
0.9000180030	mendel
0.9000177168	aries
0.9000150860	daisy
0.9000150860	coral
0.8999827412	zm
0.8999717455	lehr
0.8999684168	ode
0.8999602071	giga
0.8999532745	tseng
0.8999498441	mathieu
0.8999498441	harrison
0.8999161124	schubert
0.8999107448	polsar
0.8998919229	ti
0.8998890998	malaysia
0.8998860919	algol
0.8998549831	protégé
0.8998513464	ent
0.8998455274	babel
0.8998426158	dlv
0.8998411226	ab
0.8998382920	url
0.8998299634	tokyo
0.8998286146	bleu
0.8998050089	mozilla
0.8997991703	genie
0.8997956609	lola
0.8997910289	mica
0.8997702503	boulder
0.8997695520	emacs
0.8997529859	freeman
0.8997319529	siemens
0.8997300666	xyz
0.8997203400	emerald
0.8996992865	sms4
0.8996929252	promodel
0.8996914807	erdos
0.8996811878	e3
0.8996658841	karp
0.8996506351	cplex
0.8996346986	munich
0.8996297497	nec
0.8996122867	bittorrent
0.8995986774	postgres
0.8995667345	gardner
0.8995491341	qt
0.8995176518	kim
0.8995045680	kent
0.8994721018	disc
0.8994675170	edi
0.8994383013	taiwanese
0.8994373077	bl
0.8993652695	vdd
0.8993575314	slater
0.8993450172	insar
0.8993434982	capon
0.8993431829	ming
0.8993428744	hsdpa
0.8993353205	jane
0.8993301322	irvine
0.8993085955	sugar
0.8993055394	chen's
0.8992920620	mhz
0.8992866826	octave
0.8992431113	cosmic
0.8992428234	ross
0.8992409669	orbit
0.8992406298	obituary
0.8992248953	nexp
0.8991915793	tutor
0.8991674578	zigbee
0.8991416674	tallinn
0.8991299831	miami
0.8991271720	dif
0.8991252771	skolem
0.8991118258	nusmv
0.8991012210	smv
0.8990979292	spider
0.8990777695	bilddaten
0.8990696526	steven
0.8990281716	duc
0.8990015254	andy
0.8989972139	christopher
0.8989840991	sig
0.8989821183	lucy
0.8989740307	bologna
0.8989029859	gallager
0.8989005148	estonian
0.8988962508	bangla
0.8988899854	seu
0.8988881968	shapiro
0.8988873441	kowalski
0.8988873441	charlotte
0.8988849008	yager
0.8988621808	hl
0.8988588578	finfet
0.8988562556	bernard
0.8988483040	jahre
0.8988174671	barry
0.8987928234	darwin
0.8987814544	chc
0.8987670892	texas
0.8987507537	tide
0.8987475430	tube
0.8987378239	xcs
0.8987228670	savage
0.8987173740	cho
0.8987147886	roger
0.8986731257	spur
0.8986541013	arcade
0.8986435356	warren
0.8986426592	fm
0.8986333479	ericsson
0.8986327948	squid
0.8986325230	ss
0.8986235686	sen
0.8986222139	hughes
0.8986222139	ajtai
0.8986222139	conway's
0.8986122867	italian
